Path,Group,Total rate (Hz),,,QCDPt15to30,,,QCDPt30to50,,,QCDPt50to80,,,QCDPt80to120,,,QCDPt120to170,,,QCDPt170to300,,,QCDPt300to470,,,QCDPt470to600,,,QCDPt600to800,,,QCDPt800to1000,,,QCDPt1000to1400,,,QCDPt1400to1800,,,QCDPt1800,,,DYToEE,,,DYToMuMu,,,WToENu,,,WToMuNu,,,QCDEMPt30to80,,,QCDEMPt80to120,,,QCDMuPt30to50,,,QCDMuPt50to80,,,QCDMuPt80to120,,,,Total QCD rate (Hz),,,Total QCD 30to80,,,Total QCD 80to170,,,Total EW rate (Hz),,
HLT_PFHT450_SixJet40_v2,HIG,0.42,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.11,±,0.04,0.25,±,0.06,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFJet400_v2,SMP,0.42,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.15,±,0.04,0.00,±,0.00,0.27,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon300_NoHE_v2,HIG,0.42,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.34,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu24_eta2p1_TriCentralPFJet50_40_30_v2,Top,0.42,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.21,±,0.03,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.07,±,0.03,0.02,±,0.02,,,,,,,,,,,,,
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v2,SUSY,0.40,±,0.12,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.34,±,0.12,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_DoubleMu23NoFiltersNoVtxDisplaced_v1,EXO,0.40,±,0.09,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.01,±,0.01,0.03,±,0.02,0.14,±,0.04,0.10,±,0.05,,,,,,,,,,,,,
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v2,none,0.39,±,0.10,0.00,±,0.00,0.00,±,0.00,0.17,±,0.08,0.07,±,0.03,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing_v1,BPH,0.38,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.28,±,0.06,0.08,±,0.03,0.02,±,0.02,,,,,,,,,,,,,
HLT_PFHT250_v1,SUSY,0.38,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.14,±,0.04,0.12,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon165_R9Id90_HE10_IsoM_v2,"SMP,SUSY",0.38,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.29,±,0.06,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.03,±,0.01,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu17_TrkIsoVVL_v2,"SUSY,HIG",0.38,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.01,0.00,±,0.00,0.00,±,0.00,0.23,±,0.06,0.10,±,0.04,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele18_CaloIdM_TrackIdM_PFJet30_v2,none,0.37,±,0.24,0.00,±,0.00,0.23,±,0.23,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.13,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu14er_PFMET100_NoiseCleaned_v1,none,0.36,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.07,±,0.03,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.14,±,0.03,0.00,±,0.00,0.03,±,0.02,0.01,±,0.01,0.00,±,0.00,0.05,±,0.04,,,,,,,,,,,,,
HLT_LooseIsoPFTau50_Trk30_eta2p1_v2,"Taus,HIG",0.36,±,0.07,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.02,±,0.02,0.11,±,0.04,0.15,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_VBF_DisplacedJet40_TightID_Hadronic_v2,EXO,0.32,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.08,±,0.03,0.15,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu17_Mu8_DZ_v1,"Top,HIG,SMP",0.32,±,0.07,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.02,±,0.02,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.10,±,0.04,0.11,±,0.04,0.02,±,0.02,,,,,,,,,,,,,
HLT_Ele18_CaloIdL_TrackIdL_IsoVL_PFJet30_v2,SUSY,0.31,±,0.11,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.25,±,0.10,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_v1,HIG,0.31,±,0.07,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.05,±,0.02,0.12,±,0.04,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Rsq0p30_v1,SUSY,0.31,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.06,±,0.03,0.09,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,0.00,±,0.00,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu7p5_Track2_Jpsi_v2,BPH,0.31,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.12,±,0.04,0.14,±,0.04,0.02,±,0.02,,,,,,,,,,,,,
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120_v2,"Taus,HIG",0.31,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.19,±,0.05,0.00,±,0.00,0.04,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.05,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_L2Mu10_v1,EXO,0.31,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.01,±,0.01,0.14,±,0.04,0.04,±,0.02,0.02,±,0.02,,,,,,,,,,,,,
HLT_Mu17_TkMu8_DZ_v2,"Top,HIG,SMP",0.31,±,0.08,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.02,±,0.02,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.01,±,0.01,0.07,±,0.03,0.11,±,0.04,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p5PF_v2,SUSY,0.28,±,0.08,0.00,±,0.00,0.00,±,0.00,0.10,±,0.06,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.06,±,0.03,0.03,±,0.02,0.05,±,0.04,,,,,,,,,,,,,
HLT_DoubleMu33NoFiltersNoVtx_v1,EXO,0.28,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.04,±,0.04,0.03,±,0.02,0.00,±,0.00,0.05,±,0.03,0.12,±,0.06,,,,,,,,,,,,,
HLT_Mu6_PFHT200_PFMET100_NoiseCleaned_v1,noGoogleDoc,0.28,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.20,±,0.05,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu7p5_Track3p5_Jpsi_v2,BPH,0.28,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.12,±,0.04,0.11,±,0.04,0.02,±,0.02,,,,,,,,,,,,,
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v2,HIG,0.28,±,0.10,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.17,±,0.08,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_HT650_DisplacedDijet80_Inclusive_v2,EXO,0.28,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.06,±,0.03,0.19,±,0.05,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu17_eta2p1_MediumIsoPFTau40_Trk1_eta2p1_Reg_v2,"Taus,HIG",0.27,±,0.07,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.02,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.09,±,0.02,0.04,±,0.04,0.03,±,0.02,0.01,±,0.01,0.04,±,0.02,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT650_v2,EXO,0.27,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.24,±,0.06,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT600_v2,EXO,0.26,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.21,±,0.05,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2,EXO,0.26,±,0.09,0.00,±,0.00,0.00,±,0.00,0.10,±,0.06,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.01,±,0.01,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon36_v2,"SMP,EXO",0.25,±,0.09,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.02,±,0.02,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.13,±,0.07,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT200_v1,SUSY,0.24,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.08,±,0.03,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack_v2,EXO,0.24,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.09,±,0.03,0.05,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Photon120_v2,"SMP,EXO",0.24,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.02,±,0.02,0.16,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v2,"SMP,HIG,Muons",0.24,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.01,±,0.01,0.10,±,0.04,0.07,±,0.03,0.00,±,0.00,,,,,,,,,,,,,
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10_v1,EXO,0.23,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.12,±,0.04,0.05,±,0.03,0.02,±,0.02,,,,,,,,,,,,,
HLT_Photon75_v2,"SMP,EXO",0.22,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.07,±,0.03,0.05,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu7p5_L2Mu2_Jpsi_v1,BPH,0.22,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.00,±,0.00,0.10,±,0.04,0.03,±,0.02,0.05,±,0.04,,,,,,,,,,,,,
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF_v2,HIG,0.21,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,0.00,±,0.00,0.13,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu24_TrkIsoVVL_v2,SUSY,0.20,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.04,±,0.04,0.00,±,0.00,0.07,±,0.03,0.04,±,0.02,0.02,±,0.02,,,,,,,,,,,,,
HLT_Photon90_v2,"SMP,EXO",0.20,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.06,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFJet80_v2,SMP,0.20,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.20,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT400_SixJet30_v2,HIG,0.20,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.04,±,0.02,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFMET120_NoiseCleaned_Mu5_v2,SUSY,0.19,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.07,±,0.03,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.07,±,0.02,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Ele33_CaloIdM_TrackIdM_PFJet30_v2,none,0.18,±,0.07,0.00,±,0.00,0.00,±,0.00,0.10,±,0.06,0.04,±,0.02,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu3er_PFHT140_PFMET125_NoiseCleaned_v2,SUSY,0.18,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.03,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.02,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
