Path,Group,Total rate (Hz),,,QCDPt15to30,,,QCDPt30to50,,,QCDPt50to80,,,QCDPt80to120,,,QCDPt120to170,,,QCDPt170to300,,,QCDPt300to470,,,QCDPt470to600,,,QCDPt600to800,,,QCDPt800to1000,,,QCDPt1000to1400,,,QCDPt1400to1800,,,QCDPt1800,,,DYToEE,,,DYToMuMu,,,WToENu,,,WToMuNu,,,QCDEMPt30to80,,,QCDEMPt80to120,,,QCDMuPt30to50,,,QCDMuPt50to80,,,QCDMuPt80to120,,,,Total QCD rate (Hz),,,Total QCD 30to80,,,Total QCD 80to170,,,Total EW rate (Hz),,
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63_v1,SUSY,4.93,±,0.34,0.00,±,0.00,0.23,±,0.23,0.03,±,0.03,0.55,±,0.08,1.39,±,0.13,2.17,±,0.17,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.52,±,0.09,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,,,,,,,,,,,,,
HLT_Dimuon8_PsiPrime_Barrel_v1,BPH,4.84,±,2.79,2.79,±,2.79,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.17,±,0.08,0.00,±,0.00,1.26,±,0.13,0.44,±,0.08,0.12,±,0.06,,,,,,,,,,,,,
HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV0p41_v2,B2G,4.78,±,0.20,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,2.87,±,0.20,0.00,±,0.00,1.84,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Dimuon0_Jpsi_Muon_v1,BPH,4.74,±,2.80,2.79,±,2.79,0.23,±,0.23,0.03,±,0.03,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.01,±,0.01,1.04,±,0.12,0.43,±,0.08,0.15,±,0.06,,,,,,,,,,,,,
HLT_Photon165_HE10_v2,"SMP,EXO",4.71,±,0.25,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.32,±,0.06,3.97,±,0.23,0.00,±,0.00,0.10,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.04,±,0.01,0.00,±,0.00,0.00,±,0.00,0.25,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1_v2,"Taus,HIG",4.71,±,0.27,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.02,±,0.02,0.06,±,0.03,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,1.52,±,0.09,0.67,±,0.17,0.03,±,0.02,1.71,±,0.15,0.56,±,0.09,0.05,±,0.04,,,,,,,,,,,,,
HLT_Dimuon13_PsiPrime_v1,BPH,4.67,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.06,0.03,±,0.02,1.20,±,0.13,0.38,±,0.07,0.15,±,0.06,,,,,,,,,,,,,
HLT_Mu16_TkMu0_dEta18_Phi_v2,BPH,4.63,±,0.28,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.20,±,0.05,0.12,±,0.04,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.21,±,0.09,0.13,±,0.04,1.75,±,0.16,1.41,±,0.14,0.80,±,0.14,,,,,,,,,,,,,
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose_v2,EXO,4.42,±,0.36,0.00,±,0.00,0.23,±,0.23,0.07,±,0.05,0.10,±,0.04,0.52,±,0.08,0.36,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.26,±,0.04,0.38,±,0.13,0.41,±,0.08,0.15,±,0.05,0.77,±,0.10,1.17,±,0.17,,,,,,,,,,,,,
HLT_AK8PFHT700_TrimR0p1PT0p03Mass50_v2,B2G,4.35,±,0.20,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,2.74,±,0.19,0.00,±,0.00,1.55,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460_v2,HIG,4.08,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.14,±,0.04,0.35,±,0.06,0.63,±,0.09,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.14,±,0.04,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_IsoMu17_eta2p1_v2,"Taus,HIG",4.08,±,2.80,2.79,±,2.79,0.23,±,0.23,0.03,±,0.03,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.44,±,0.05,0.00,±,0.00,0.00,±,0.00,0.47,±,0.08,0.08,±,0.03,0.02,±,0.02,,,,,,,,,,,,,
HLT_Photon175_v2,"SMP,EXO",4.02,±,0.23,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.24,±,0.05,3.51,±,0.22,0.00,±,0.00,0.14,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.03,±,0.01,0.00,±,0.00,0.00,±,0.00,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_Mu20_v1,SMP,3.96,±,2.79,2.79,±,2.79,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.07,±,0.02,0.08,±,0.06,0.03,±,0.02,0.40,±,0.07,0.37,±,0.07,0.15,±,0.06,,,,,,,,,,,,,
HLT_TkMu20_v2,SMP,3.91,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.02,0.04,±,0.04,0.03,±,0.02,0.40,±,0.07,0.34,±,0.07,0.20,±,0.07,,,,,,,,,,,,,
HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet50_40_30_v1,Top,3.88,±,0.28,0.00,±,0.00,0.00,±,0.00,0.30,±,0.10,0.64,±,0.09,0.27,±,0.06,0.37,±,0.07,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.13,±,0.01,0.00,±,0.00,0.13,±,0.02,0.00,±,0.00,0.80,±,0.18,1.17,±,0.13,0.00,±,0.00,0.00,±,0.00,0.05,±,0.04,,,,,,,,,,,,,
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v2,"HIG,Top,SMP",3.87,±,0.39,0.00,±,0.00,0.23,±,0.23,0.74,±,0.16,0.29,±,0.06,0.11,±,0.04,0.07,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.57,±,0.02,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,1.43,±,0.24,0.33,±,0.07,0.01,±,0.01,0.01,±,0.01,0.07,±,0.04,,,,,,,,,,,,,
HLT_DoubleMu4_PsiPrimeTrk_Displaced_v2,BPH,3.84,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.04,0.00,±,0.00,0.69,±,0.10,0.21,±,0.05,0.10,±,0.05,,,,,,,,,,,,,
HLT_Mu8_TrkIsoVVL_v2,"SUSY,HIG",3.69,±,2.79,2.79,±,2.79,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,0.01,±,0.01,0.70,±,0.10,0.10,±,0.04,0.02,±,0.02,,,,,,,,,,,,,
HLT_IsoMu24_eta2p1_CentralPFJet30_BTagCSV07_v2,Top,3.68,±,0.22,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.00,±,0.00,0.08,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,1.15,±,0.08,0.08,±,0.06,0.04,±,0.02,1.27,±,0.13,0.78,±,0.10,0.20,±,0.07,,,,,,,,,,,,,
HLT_PFHT550_4Jet_v2,EXO,3.60,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.11,±,0.04,0.64,±,0.09,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53_v1,SUSY,3.50,±,0.22,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.46,±,0.08,1.21,±,0.12,1.22,±,0.13,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.01,±,0.01,0.04,±,0.04,0.44,±,0.08,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v2,EXO,3.45,±,0.19,0.00,±,0.00,0.00,±,0.00,0.13,±,0.07,0.42,±,0.07,0.29,±,0.06,0.32,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,1.40,±,0.03,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,0.13,±,0.07,0.65,±,0.10,0.00,±,0.00,0.03,±,0.02,0.05,±,0.04,,,,,,,,,,,,,
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v2,HIG,3.41,±,0.45,0.00,±,0.00,0.46,±,0.32,0.44,±,0.12,0.15,±,0.04,0.09,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.31,±,0.01,0.00,±,0.00,0.02,±,0.01,0.00,±,0.00,1.76,±,0.27,0.16,±,0.05,0.03,±,0.02,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFMET100_PFMHT100_IDTight_v1,HIG,3.40,±,0.22,0.00,±,0.00,0.00,±,0.00,0.30,±,0.10,0.35,±,0.07,0.68,±,0.09,1.33,±,0.13,0.00,±,0.00,0.07,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.12,±,0.02,0.11,±,0.02,0.08,±,0.06,0.33,±,0.07,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_Mu16_eta2p1_CaloMET30_v2,"Taus,HIG",3.39,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,0.06,±,0.03,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.08,±,0.06,0.06,±,0.03,0.04,±,0.02,0.08,±,0.03,0.20,±,0.07,,,,,,,,,,,,,
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51_v1,SUSY,3.32,±,0.21,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.29,±,0.06,0.99,±,0.11,1.56,±,0.14,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.41,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500_v2,HIG,3.26,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.12,±,0.04,0.24,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_Mu12_Photon25_CaloIdL_L1OR_v2,HIG,3.25,±,0.35,0.00,±,0.00,0.23,±,0.23,0.10,±,0.06,0.05,±,0.02,0.29,±,0.06,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.63,±,0.16,0.34,±,0.07,0.21,±,0.05,0.67,±,0.10,0.60,±,0.12,,,,,,,,,,,,,
HLT_Mu25_TkMu0_dEta18_Onia_v2,BPH,3.18,±,0.23,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.28,±,0.06,0.21,±,0.05,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.08,±,0.06,0.16,±,0.05,0.65,±,0.09,1.21,±,0.13,0.57,±,0.12,,,,,,,,,,,,,
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52_v1,SUSY,3.15,±,0.21,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.41,±,0.07,1.00,±,0.11,1.20,±,0.13,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.04,±,0.04,0.38,±,0.07,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_Mu40_TkMu11_v2,EXO,2.93,±,0.31,0.00,±,0.00,0.23,±,0.23,0.00,±,0.00,0.02,±,0.02,0.51,±,0.08,0.56,±,0.09,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.05,±,0.02,0.04,±,0.04,0.21,±,0.05,0.08,±,0.03,0.36,±,0.07,0.85,±,0.15,,,,,,,,,,,,,
HLT_Mu7p5_L2Mu2_Upsilon_v1,BPH,2.92,±,2.79,2.79,±,2.79,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.08,±,0.03,0.01,±,0.01,0.02,±,0.02,,,,,,,,,,,,,
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v2,HIG,2.84,±,0.29,0.00,±,0.00,0.00,±,0.00,0.20,±,0.08,0.05,±,0.02,0.02,±,0.02,0.09,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.07,±,0.01,0.00,±,0.00,1.51,±,0.25,0.86,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,2.74,±,0.29,1.71,±,0.27,0.94,±,0.11,0.10,±,0.01
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v2,"HIG,Top,SMP",2.84,±,0.24,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.15,±,0.04,0.11,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.17,±,0.03,0.50,±,0.15,0.14,±,0.04,0.40,±,0.07,0.99,±,0.12,0.37,±,0.10,,,,,,,,,,,,,
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v1,SUSY,2.80,±,0.19,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.26,±,0.06,0.83,±,0.10,1.42,±,0.14,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.00,±,0.00,0.23,±,0.06,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_RsqMR240_Rsq0p09_MR200_4jet_v1,SUSY,2.79,±,0.37,0.00,±,0.00,0.46,±,0.32,0.07,±,0.05,0.25,±,0.06,0.69,±,0.09,0.94,±,0.11,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.27,±,0.06,0.01,±,0.01,0.00,±,0.00,0.07,±,0.04,,,,,,,,,,,,,
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight_v2,EXO,2.69,±,0.38,0.00,±,0.00,0.46,±,0.32,0.10,±,0.06,0.04,±,0.02,0.21,±,0.05,0.13,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.13,±,0.07,0.08,±,0.03,0.41,±,0.08,0.69,±,0.10,0.42,±,0.10,,,,,,,,,,,,,
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v2,HIG,2.69,±,0.25,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.00,±,0.00,0.16,±,0.04,0.05,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.63,±,0.16,0.25,±,0.06,0.21,±,0.05,0.74,±,0.10,0.55,±,0.12,,,,,,,,,,,,,
HLT_IsoMu16_eta2p1_CaloMET30_v2,"Taus,HIG",2.61,±,0.19,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.01,±,0.01,0.08,±,0.03,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,1.04,±,0.07,0.29,±,0.11,0.06,±,0.03,0.35,±,0.07,0.55,±,0.09,0.15,±,0.06,,,,,,,,,,,,,
HLT_Photon90_CaloIdL_PFHT600_v1,noGoogleDoc,2.56,±,0.18,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.09,±,0.03,2.29,±,0.17,0.00,±,0.00,0.16,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFJet450_v2,SMP,2.53,±,0.05,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.15,±,0.04,0.00,±,0.00,2.38,±,0.03,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v1,SUSY,2.47,±,0.18,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.26,±,0.06,0.86,±,0.10,0.97,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.02,±,0.01,0.01,±,0.01,0.04,±,0.04,0.31,±,0.07,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v2,HIG,2.46,±,0.23,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.15,±,0.04,0.09,±,0.04,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.50,±,0.15,0.06,±,0.03,0.35,±,0.07,0.78,±,0.10,0.52,±,0.11,,,,,,,,,,,,,
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53_v1,SUSY,2.46,±,0.18,0.00,±,0.00,0.00,±,0.00,0.07,±,0.05,0.33,±,0.06,0.83,±,0.10,0.88,±,0.11,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.01,±,0.01,0.04,±,0.04,0.25,±,0.06,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_DiPFJetAve220_HFJEC_v2,JET_MET,2.45,±,0.18,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.04,±,0.02,2.38,±,0.18,0.00,±,0.00,0.03,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
HLT_IsoMu24_eta2p1_LooseIsoPFTau20_v2,"Taus,HIG",2.35,±,0.15,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.00,±,0.00,0.05,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,1.35,±,0.08,0.08,±,0.06,0.03,±,0.02,0.48,±,0.08,0.27,±,0.06,0.05,±,0.04,,,,,,,,,,,,,
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_v2,"Taus,HIG",2.28,±,0.17,0.00,±,0.00,0.00,±,0.00,0.03,±,0.03,0.11,±,0.04,0.34,±,0.06,1.14,±,0.12,0.00,±,0.00,0.11,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.00,0.00,±,0.00,0.10,±,0.02,0.11,±,0.02,0.04,±,0.04,0.25,±,0.06,0.00,±,0.00,0.00,±,0.00,0.02,±,0.02,,,,,,,,,,,,,
HLT_AK8PFJet360_TrimMass30_v2,B2G,2.26,±,0.08,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.43,±,0.08,0.00,±,0.00,1.81,±,0.02,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.01,±,0.01,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,0.00,±,0.00,,,,,,,,,,,,,
