HLT Path,L1 Seeds,L1 pre scale,HLT pre scale,Total,,, QCD15to30,,,QCD30to50,,,QCD50to80,,,QCD80to120,,,QCD120to170,,,QCD170to300,,,QCD300to470,,,QCD470to600,,,EMEnr30to80,,,EMEnr80to170,,,MuEnr30to50,,,MuEnr50to80,,,MuEnr80to120,,,WToENu,,,ZToEE,,,WToMuNu,,,ZToMuMu,,
HLT_IsoMu24_eta2p1_CentralPFJet30_BTagCSV07_v2 , L1_SingleMu20er ,1,1,4.46,+-,0.27,0.00,+/-,0.00,0.23,+/-,0.23,0.17,+/-,0.07,0.00,+/-,0.00,0.03,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.26,+/-,0.06,0.05,+/-,0.01,1.28,+/-,0.07,1.05,+/-,0.03,0.25,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.90,+/-,0.03,0.22,+/-,0.01
HLT_Mu8_TrkIsoVVL_v2 , L1_SingleMu5 ,250,10,4.46,+-,3.27,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_DoubleMu4_PsiPrimeTrk_Displaced_v2 , L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18 , 1 1 1 ,1,4.32,+-,3.27,3.27,+/-,3.27,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.02,0.01,+/-,0.00,0.78,+/-,0.05,0.21,+/-,0.01,0.05,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_RsqMR270_Rsq0p09_MR200_v1 , L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60 , 1 1 1 1 ,1,4.31,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.02,0.82,+/-,0.02,2.63,+/-,0.03,0.39,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.21,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.05,+/-,0.01,0.00,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,1,4.20,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.00,2.06,+/-,0.01,2.07,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_IsoMu17_eta2p1_v2 , L1_SingleMu16er ,1,110,4.16,+-,3.27,3.27,+/-,3.27,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.00,+/-,0.00,0.36,+/-,0.04,0.07,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.38,+/-,0.02,0.07,+/-,0.01
HLT_DoubleMu4_3_Bs_v2 , L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18 , 1 1 1 ,1,4.10,+-,0.27,0.00,+/-,0.00,0.23,+/-,0.23,0.03,+/-,0.03,0.05,+/-,0.02,0.07,+/-,0.01,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.33,+/-,0.07,0.05,+/-,0.01,2.09,+/-,0.09,0.94,+/-,0.03,0.30,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele27_eta2p1_WPLoose_Gsf_TriCentralPFJet30_v1 , L1_SingleIsoEG22er OR L1_SingleEG25 , 1 1 ,1,4.06,+-,0.30,0.00,+/-,0.00,0.23,+/-,0.23,0.33,+/-,0.11,0.35,+/-,0.04,0.24,+/-,0.01,0.37,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.95,+/-,0.12,1.07,+/-,0.03,0.01,+/-,0.01,0.02,+/-,0.00,0.03,+/-,0.00,0.20,+/-,0.02,0.18,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu25_TkMu0_dEta18_Onia_v2 , L1_SingleMu16 OR L1_SingleMu20er OR L1_SingleMu25 , 1 1 1 ,1,3.98,+-,0.09,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.35,+/-,0.02,0.30,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.14,+/-,0.04,0.14,+/-,0.01,0.77,+/-,0.05,1.25,+/-,0.03,0.81,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.02,+/-,0.00
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50_v2 , L1_SingleEG40 ,1,1,3.92,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.43,+/-,0.02,2.59,+/-,0.03,0.42,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.28,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.08,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v2 , L1_Mu12_EG10 ,1,1,3.81,+-,0.27,0.00,+/-,0.00,0.23,+/-,0.23,0.00,+/-,0.00,0.01,+/-,0.01,0.13,+/-,0.01,0.09,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.62,+/-,0.09,0.27,+/-,0.01,0.99,+/-,0.06,0.91,+/-,0.03,0.40,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.15,+/-,0.01,0.04,+/-,0.00
HLT_VBF_DisplacedJet40_Hadronic_v2 , L1_TripleJet_92_76_64_VBF OR L1_HTT175 , 1 1 ,1,3.79,+-,0.15,0.00,+/-,0.00,0.00,+/-,0.00,0.40,+/-,0.12,1.10,+/-,0.07,0.72,+/-,0.02,0.38,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.26,+/-,0.06,0.90,+/-,0.03,0.00,+/-,0.00,0.01,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu12_Photon25_CaloIdL_L1OR_v2 , L1_Mu5_EG20 OR L1_Mu20_EG10 , 1 1 ,10,3.77,+-,0.14,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.04,+/-,0.01,0.27,+/-,0.01,0.17,+/-,0.01,0.02,+/-,0.00,0.00,+/-,0.00,0.79,+/-,0.11,0.34,+/-,0.02,0.36,+/-,0.04,0.95,+/-,0.03,0.71,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.01,+/-,0.00
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 1 1 1 1 1 1 1 4000 1 ,1,3.76,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.38,+/-,0.04,1.21,+/-,0.03,1.58,+/-,0.02,0.09,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.44,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_Mu7p5_L2Mu2_Upsilon_v2 , L1_DoubleMu0 ,250,1,3.70,+-,3.28,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v2 , L1_SingleEG10 ,10000,1,3.58,+-,3.27,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFMET110_PFMHT110_IDTight_v1 , L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 , 1 1 1 ,1,3.56,+-,0.25,0.00,+/-,0.00,0.23,+/-,0.23,0.03,+/-,0.03,0.27,+/-,0.03,0.68,+/-,0.02,1.21,+/-,0.02,0.38,+/-,0.00,0.07,+/-,0.00,0.00,+/-,0.00,0.19,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.20,+/-,0.02,0.00,+/-,0.00,0.24,+/-,0.02,0.01,+/-,0.00
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq500_v2 , L1_TripleJet_92_76_64_VBF ,1,1,3.44,+-,0.09,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.06,0.67,+/-,0.05,1.04,+/-,0.03,0.91,+/-,0.02,0.08,+/-,0.00,0.01,+/-,0.00,0.03,+/-,0.02,0.56,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 1 1 1 1 1 1 1 4000 1 ,1,3.38,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.27,+/-,0.03,0.94,+/-,0.03,1.70,+/-,0.02,0.11,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.34,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_HT500_DisplacedDijet40_Inclusive_v2 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 , 1 1 1 1 ,1,3.38,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.16,+/-,0.03,0.61,+/-,0.02,1.88,+/-,0.02,0.33,+/-,0.00,0.03,+/-,0.00,0.01,+/-,0.01,0.29,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFMETNoMu120_NoiseCleaned_PFMHTNoMu120_IDTight_v2 , L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 1 1 1 1 ,1,3.37,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.13,+/-,0.02,0.49,+/-,0.02,1.20,+/-,0.02,0.44,+/-,0.00,0.08,+/-,0.00,0.00,+/-,0.00,0.12,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.00,0.16,+/-,0.01,0.00,+/-,0.00,0.47,+/-,0.02,0.06,+/-,0.01
HLT_Photon250_NoHE_v2 , L1_SingleEG40 OR L1_SingleJet200 , 1 1 ,1,3.34,+-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.44,+/-,0.01,1.93,+/-,0.01,0.96,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,1,3.22,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.08,+/-,0.02,0.64,+/-,0.02,0.37,+/-,0.01,0.04,+/-,0.00,0.00,+/-,0.00,0.18,+/-,0.05,0.35,+/-,0.02,0.03,+/-,0.01,0.42,+/-,0.02,0.91,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.19,+/-,0.01,0.04,+/-,0.00
HLT_MonoCentralPFJet80_PFMETNoMu120_NoiseCleaned_PFMHTNoMu120_IDTight_v2 , L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 1 1 1 1 ,1,3.22,+-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.10,+/-,0.02,0.45,+/-,0.02,1.18,+/-,0.02,0.44,+/-,0.00,0.08,+/-,0.00,0.00,+/-,0.00,0.11,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.15,+/-,0.01,0.00,+/-,0.00,0.43,+/-,0.02,0.05,+/-,0.01
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose_v2 , L1_SingleMu16 OR L1_SingleMu25 , 1 1 ,1,3.20,+-,0.08,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.05,+/-,0.01,0.52,+/-,0.02,0.27,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.20,+/-,0.05,0.27,+/-,0.01,0.11,+/-,0.02,0.76,+/-,0.03,1.00,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00
HLT_DiCentralPFJet55_PFMET110_NoiseCleaned_v1 , L1_ETM60 OR L1_ETM70 , 1 1 ,1,3.20,+-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.23,+/-,0.03,0.59,+/-,0.02,1.34,+/-,0.02,0.46,+/-,0.00,0.10,+/-,0.00,0.01,+/-,0.01,0.19,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.10,+/-,0.01,0.00,+/-,0.00,0.08,+/-,0.01,0.00,+/-,0.00
HLT_IsoMu24_eta2p1_LooseIsoPFTau20_v2 , L1_SingleMu20er ,1,1,3.19,+-,0.09,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.20,+/-,0.05,0.05,+/-,0.01,0.52,+/-,0.04,0.32,+/-,0.02,0.08,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,1.56,+/-,0.04,0.44,+/-,0.01
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70_v1 , L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 1 1 1 ,1,3.16,+-,0.08,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.07,+/-,0.02,0.03,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.04,0.10,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,2.71,+/-,0.04,0.00,+/-,0.00,0.00,+/-,0.00
HLT_CaloJet500_NoJetID_v2 , L1_SingleJet200 ,1,1,3.14,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.00,1.06,+/-,0.00,2.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFJet500_v2 , L1_SingleJet200 ,1,1,3.13,+-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.00,1.05,+/-,0.00,2.03,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_DoubleJet90_Double30_DoubleCSV0p5_v2 , L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 , 1 1 ,25,3.13,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.20,+/-,0.03,0.90,+/-,0.03,1.44,+/-,0.02,0.24,+/-,0.00,0.03,+/-,0.00,0.00,+/-,0.00,0.33,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFHT475_v1 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 1 1 ,88,3.11,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.01,0.32,+/-,0.02,2.06,+/-,0.02,0.59,+/-,0.00,0.05,+/-,0.00,0.00,+/-,0.00,0.08,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele27_eta2p1_WPLoose_Gsf_TriCentralPFJet50_40_30_v1 , L1_SingleIsoEG22er OR L1_SingleEG25 , 1 1 ,1,3.09,+-,0.28,0.00,+/-,0.00,0.23,+/-,0.23,0.27,+/-,0.09,0.25,+/-,0.03,0.22,+/-,0.01,0.36,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.48,+/-,0.08,0.91,+/-,0.03,0.00,+/-,0.00,0.01,+/-,0.00,0.02,+/-,0.00,0.13,+/-,0.01,0.12,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet30_v1 , L1_SingleIsoEG30er OR L1_SingleEG40 , 1 1 ,1,3.05,+-,0.14,0.00,+/-,0.00,0.00,+/-,0.00,0.20,+/-,0.08,0.29,+/-,0.04,0.21,+/-,0.01,0.35,+/-,0.01,0.06,+/-,0.00,0.01,+/-,0.00,0.65,+/-,0.10,0.90,+/-,0.03,0.00,+/-,0.00,0.02,+/-,0.00,0.02,+/-,0.00,0.17,+/-,0.01,0.16,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v2 , L1_Mu6_HTT150 OR L1_Mu8_HTT125 OR L1_HTT175 , 1 1 1 ,1,3.03,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.92,+/-,0.03,1.09,+/-,0.02,0.13,+/-,0.00,0.01,+/-,0.00,0.03,+/-,0.02,0.42,+/-,0.02,0.00,+/-,0.00,0.03,+/-,0.01,0.36,+/-,0.01,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu17_Mu8_SameSign_DPhi_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,3.00,+-,0.25,0.00,+/-,0.00,0.23,+/-,0.23,0.00,+/-,0.00,0.00,+/-,0.00,0.24,+/-,0.01,0.17,+/-,0.01,0.03,+/-,0.00,0.00,+/-,0.00,0.13,+/-,0.04,0.09,+/-,0.01,0.61,+/-,0.05,0.79,+/-,0.03,0.57,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.03,+/-,0.00
HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p7_v1 , L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 , 1 1 1 ,1,2.98,+-,0.09,0.00,+/-,0.00,0.00,+/-,0.00,0.17,+/-,0.07,0.33,+/-,0.04,0.60,+/-,0.02,1.10,+/-,0.02,0.35,+/-,0.00,0.07,+/-,0.00,0.01,+/-,0.01,0.20,+/-,0.01,0.00,+/-,0.00,0.01,+/-,0.00,0.04,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00,0.05,+/-,0.01,0.00,+/-,0.00
HLT_Ele15_IsoVVVL_PFHT600_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,1,2.98,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.06,+/-,0.01,1.45,+/-,0.02,1.27,+/-,0.01,0.13,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Dimuon10_Jpsi_Barrel_v2 , L1_DoubleMu0_Eta1p6_WdEta18 ,1,5,2.96,+-,0.35,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.00,+/-,0.00,0.02,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.10,+/-,0.04,0.02,+/-,0.00,1.60,+/-,0.08,0.51,+/-,0.02,0.11,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_PFHT350_PFMET100_NoiseCleaned_v1 , L1_HTT150 OR L1_HTT175 , 1 1 ,1,2.91,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.23,+/-,0.01,1.42,+/-,0.02,0.75,+/-,0.00,0.16,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.01,0.00,+/-,0.00,0.02,+/-,0.01,0.00,+/-,0.00
HLT_PFHT350_v2 , L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 1 1 ,350,2.84,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.14,+/-,0.02,0.72,+/-,0.02,1.56,+/-,0.02,0.15,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.26,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_v2 , L1_Mu16er_TauJet20er ,1,1,2.83,+-,0.11,0.00,+/-,0.00,0.00,+/-,0.00,0.03,+/-,0.03,0.00,+/-,0.00,0.03,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.50,+/-,0.08,0.07,+/-,0.01,0.50,+/-,0.04,0.45,+/-,0.02,0.13,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.95,+/-,0.03,0.19,+/-,0.01
HLT_DoubleIsoMu17_eta2p1_v2 , L1_DoubleMu_12_5 ,1,1,2.79,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.01,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,2.75,+/-,0.04
HLT_DoubleMu33NoFiltersNoVtx_v2 , L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 1 ,1,2.75,+-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.01,0.07,+/-,0.00,0.01,+/-,0.00,0.00,+/-,0.00,0.04,+/-,0.02,0.02,+/-,0.00,0.01,+/-,0.01,0.05,+/-,0.01,0.07,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,2.40,+/-,0.03
HLT_Mu15_IsoVVVL_BTagCSV07_PFHT400_v2 , L1_HTT150 OR L1_HTT175 , 1 1 ,1,2.75,+-,0.04,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu40_eta2p1_PFJet200_PFJet50_v2 , L1_SingleMu16er OR L1_SingleMu20er , 1 1 ,1,2.62,+-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.23,+/-,0.01,1.72,+/-,0.02,0.51,+/-,0.00,0.06,+/-,0.00,0.00,+/-,0.00,0.05,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.02,+/-,0.01,0.00,+/-,0.00
HLT_QuadJet45_DoubleCSV0p5_v2 , L1_HTT175 OR L1_QuadJetC60 , 1 1 ,25,2.60,+-,0.08,0.00,+/-,0.00,0.00,+/-,0.00,0.07,+/-,0.05,0.38,+/-,0.04,0.66,+/-,0.02,0.86,+/-,0.02,0.16,+/-,0.00,0.02,+/-,0.00,0.00,+/-,0.00,0.33,+/-,0.02,0.00,+/-,0.00,0.01,+/-,0.00,0.04,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
HLT_Mu17_v2 , L1_SingleMu12 ,500,1,2.46,+-,0.26,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00
